id	semantic_groups	preflabel	synonyms	description
GO:0003146PHENOTYPE	PHYS	heart jogging phenotype	NA	NA
MGI:3613472	GENE	Aqp1<tm1Ask>/Aqp1<tm1Ask>; Aqp8<tm1Ask>/Aqp8<tm1Ask> [involves: 129/Sv * C57BL/6 * CD-1]	NA	NA
FBbt:00003923PHENOTYPE	DISO	Drosophila deuterocerebrum phenotype	NA	NA
:.well-known/genid/MGI103201-VL	GENO	Aqp1<?>	NA	NA
ZFIN:ZDB-GENE-131127-333	GENE	si:ch211-105f12.2	NA	NA
MP:0005387	DISO	immune system phenotype	NA	NA
MP:0004499	DISO	increased incidence of tumors by chemical induction	NA	NA
NCBIGene:100552940	GENE	mafk	NA	NA
GO:0020003	PHYS	symbiont-containing vacuole	NA	NA
HP:0001649	DISO	Tachycardia	NA	NA
GO:0071474	PHYS	cellular hyperosmotic response	NA	NA
NCBIGene:526612	GENE	NSFL1C	NA	NA
ClinVarVariant:474213	VARI	NM_018297.3(NGLY1):c.1560C>T (p.Gly520=)	NA	NA
MP:0008236	DISO	decreased susceptibility to neuronal excitotoxicity	NA	NA
FBbt:00002910PHENOTYPE	DISO	abdominal 6 ventral monoscolopidial chordotonal organ vch1 phenotype	NA	NA
MP:0008770	DISO	decreased survivor rate	NA	NA
HP:0003468	DISO	Abnormal vertebral morphology	NA	NA
Xenbase:XB-GENE-979857	GENE	ubxn1	NA	NA
MONARCH:APO_0000204APO_0000003	GENO	hyperosmotic stress resistance:decreased	NA	NA
FBcv:0002010	DISO	majority die during P-stage	NA	NA
FBbt:00005741PHENOTYPE	DISO	embryonic head epidermis phenotype	NA	NA
GO:0005771PHENOTYPE	PHYS	multivesicular body phenotype	NA	NA
FBbt:00004905PHENOTYPE	DISO	Drosophila border follicle cell phenotype	NA	NA
FBbt:00004396PHENOTYPE	DISO	Drosophila mesothoracic tarsal bristle longitudinal row 2 phenotype	NA	NA
NCBIGene:100015491	GENE	TRAF1	NA	NA
NCBIGene:512908	GENE	HCFC1	NA	NA
MP:0008661	DISO	decreased interleukin-10 secretion	NA	NA
FBbt:00004739PHENOTYPE	DISO	Drosophila 2nd axillary sclerite phenotype	NA	NA
NCBIGene:100523387	GENE	WDFY3	NA	NA
GO:0050803PHENOTYPE	PHYS	regulation of synapse structure or activity phenotype	NA	NA
MP:0003062	DISO	abnormal coping response	NA	NA
MP:0008489	DISO	slow postnatal weight gain	NA	NA
FBbt:00002834PHENOTYPE	DISO	abdominal 3 lateral pentascolopidial chordotonal organ lch5 phenotype	NA	NA
WBPhenotype:0000523	DISO	chemical response variant	NA	NA
MP:0013501	DISO	increased fibroblast apoptosis	NA	NA
HP:0000798	DISO	Oligospermia	NA	NA
FBbt:00004398PHENOTYPE	DISO	mesothoracic tarsal bristle longitudinal row 3 phenotype	NA	NA
FBbt:00000172PHENOTYPE	DISO	embryonic abdominal segment phenotype	NA	NA
FBbt:00005382PHENOTYPE	DISO	Drosophila salivary gland phenotype	NA	NA
NCBIGene:100050253	GENE	IKZF2	NA	NA
Xenbase:XB-GENE-939925	GENE	uba52	NA	NA
UBERON:0008971	ANAT	left colon	NA	NA
NCBIGene:513585	GENE	C14H8orf33	NA	NA
FBcv:0000356	DISO	body color defective	NA	NA
MP:0010024	DISO	increased total body fat amount	NA	NA
REACT:R-MMU-432047	PHYS	Passive transport by Aquaporins	NA	NA
MONARCH:APO_0000091APO_0000003	GENO	starvation resistance:decreased	NA	NA
HP:0003110	DISO	Abnormality of urine homeostasis	NA	NA
NCBIGene:100062081	GENE	CD6	NA	NA
NCBIGene:539090	GENE	SPRY2	NA	NA
MP:0011100	DISO	preweaning lethality, complete penetrance	NA	NA
NCBIGene:826649	GENE	UBP9	NA	NA
FBbt:00005554PHENOTYPE	DISO	Drosophila ventral nerve cord primordium phenotype	NA	NA
MP:0000788	DISO	abnormal cerebral cortex morphology	NA	NA
FBbt:00006050PHENOTYPE	DISO	escort stem cell phenotype	NA	NA
MP:0003964	DISO	abnormal noradrenaline level	NA	NA
HP:0011029	DISO	Internal hemorrhage	NA	NA
FBbt:00004329PHENOTYPE	DISO	dorsal row phenotype	NA	NA
ENSEMBL:ENSRNOG00000047531	GENE	ENSEMBL:ENSRNOG00000047531	NA	NA
NCBIGene:100018668	GENE	PUS7	NA	NA
MP:0004567	DISO	decreased myocardial fiber number	NA	NA
FBbt:00002927PHENOTYPE	DISO	abdominal 7 ventral denticle belt phenotype	NA	NA
FBbt:00000685PHENOTYPE	DISO	Drosophila abdominal 2 dorsal acute muscle 1 phenotype	NA	NA
MP:0005385	DISO	cardiovascular system phenotype	NA	NA
WBPhenotype:0002186	DISO	ectopic pharyngeal muscle	NA	NA
MP:0000418	DISO	focal hair loss	NA	NA
GO:0001947PHENOTYPE	PHYS	heart looping phenotype	NA	NA
NCBIGene:707606	GENE	NFE2L2	NA	NA
MP:0008414	DISO	abnormal spatial reference memory	NA	NA
WBPhenotype:0001879	DISO	hydroxyurea hypersensitive	NA	NA
GO:0008021PHENOTYPE	PHYS	synaptic vesicle phenotype	NA	NA
FBcv:0000377	DISO	female fertile	NA	NA
UBERON:0000941	ANAT	cranial nerve II	NA	NA
GO:0001205	PHYS	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	NA	NA
OMIM:610661.0005	DISO	NGLY1, ARG542TER	NA	NA
MP:0005382	DISO	craniofacial phenotype	NA	NA
MP:0008500	DISO	increased IgG2a level	NA	NA
FBbt:00002835PHENOTYPE	DISO	abdominal 4 lateral pentascolopidial chordotonal organ lch5 phenotype	NA	NA
WBPhenotype:0000689	DISO	maternal sterile	NA	NA
FBbt:00000126PHENOTYPE	DISO	Drosophila mesoderm phenotype	NA	NA
NCBIGene:100019782	GENE	GK5	NA	NA
MONARCH:APO_0000308APO_0000245	GENO	fermentative growth:decreased rate	NA	NA
HP:0040216	DISO	Hypoinsulinemia	NA	NA
HP:0000568	DISO	Microphthalmia	NA	NA
NCBIGene:452259	GENE	TRAFD1	NA	NA
MP:0003849	DISO	greasy coat	NA	NA
FBbt:00001761PHENOTYPE	DISO	Drosophila imaginal disc phenotype	NA	NA
ZFIN:ZDB-GENE-100408-2	GENE	aqp1l	NA	NA
HP:0011842	DISO	Abnormality of skeletal morphology	NA	NA
CL:0000842	ANAT	mononuclear cell	NA	NA
Xenbase:XB-GENE-984755	GENE	trim23	NA	NA
HP:0012372	DISO	Abnormal eye morphology	NA	NA
FBbt:00004984PHENOTYPE	DISO	Drosophila embryonic/first instar larval cuticle phenotype	NA	NA
ZP:0000514	DISO	abnormal(ly) low saturation nucleate erythrocyte	NA	NA
MP:0001231	DISO	abnormal epidermis stratum basale morphology	NA	NA
GO:0071732	PHYS	cellular response to nitric oxide	NA	NA
HP:0000520	DISO	Proptosis	NA	NA
MP:0006060	DISO	increased cerebral infarction size	NA	NA
MONARCH:APO_0000159APO_0000003	GENO	biofilm formation:decreased	NA	NA
FBcv:0000365	DISO	semi-sterile	NA	NA
HP:0001629	DISO	Ventricular septal defect	NA	NA
MONARCH:APO_0000055APO_0000002	GENO	mitochondrial morphology:abnormal	NA	NA
ZP:0000406	DISO	abnormal(ly) quality sensory system	NA	NA
MP:0001282	DISO	short vibrissae	NA	NA
FBbt:00000865PHENOTYPE	DISO	Drosophila abdominal 6 dorsal acute muscle 1 phenotype	NA	NA
NCBIGene:816225	GENE	DSK2	NA	NA
FBbt:00005839PHENOTYPE	DISO	type I bouton phenotype	NA	NA
WBPhenotype:0000961	DISO	pattern of transgene expression variant	NA	NA
MP:0000322	DISO	increased granulocyte number	NA	NA
NCBIGene:717101	GENE	AVP	NA	NA
MP:0030413	DISO	tympanic membrane retraction	NA	NA
ZP:0000359	DISO	abnormal(ly) decreased size forebrain	NA	NA
MP:0000787	DISO	abnormal telencephalon morphology	NA	NA
Xenbase:XB-GENE-959430	GENE	mafk	NA	NA
FBbt:00000424PHENOTYPE	DISO	Drosophila embryonic/larval posterior spiracle phenotype	NA	NA
FBbt:00001694PHENOTYPE	DISO	Drosophila embryonic/larval oenocyte phenotype	NA	NA
GO:0020005	PHYS	symbiont-containing vacuole membrane	NA	NA
GO:0060070PHENOTYPE	PHYS	canonical Wnt signaling pathway phenotype	NA	NA
MP:0005168	DISO	abnormal female meiosis	NA	NA
MP:0001280	DISO	loss of vibrissae	NA	NA
AQTLTrait:1330	DISO	Channel fat weight	NA	NA
WBPhenotype:0002187	DISO	ectopic body wall muscle	NA	NA
MP:0003051	DISO	curly tail	NA	NA
NCBIGene:695404	GENE	NFE2L1	NA	NA
MP:0009653	DISO	abnormal palate development	NA	NA
HP:0003330	DISO	Abnormal bone structure	NA	NA
MP:0003843	DISO	abnormal sagittal suture morphology	NA	NA
ZP:0000050	DISO	abnormal(ly) decreased size optic tectum	NA	NA
NCBIGene:707352	GENE	NAGPA	NA	NA
MP:0020161	DISO	increased vascular endothelial cell proliferation	NA	NA
ZP:0000959	DISO	abnormal(ly) mislocalised liver	NA	NA
WBPhenotype:0001236	DISO	transgene expression increased	NA	NA
MP:0004796	DISO	increased anti-histone antibody level	NA	NA
MP:0010412	DISO	atrioventricular septal defect	NA	NA
GO:0007141PHENOTYPE	PHYS	male meiosis I phenotype	NA	NA
FBcv:0000398	DISO	memory defective	NA	NA
FBbt:00005496PHENOTYPE	DISO	sessile hemocyte phenotype	NA	NA
NCBIGene:100032038	GENE	RPS27A	NA	NA
NCBIGene:465933	GENE	HCFC1	NA	NA
MONARCH:APO_0000312APO_0000005	GENO	cell death:absent	NA	NA
FBbt:00003748PHENOTYPE	DISO	Drosophila medulla phenotype	NA	NA
ZP:0004854	DISO	abnormal(ly) decreased amount spinal cord glial cell	NA	NA
MP:0008146	DISO	asymmetric sternocostal joints	NA	NA
CL:0002328	ANAT	bronchial epithelial cell	NA	NA
HP:0003075	DISO	Hypoproteinemia	NA	NA
NCBIGene:100559365	GENE	LOC100559365	NA	NA
MP:0013514	DISO	increased memory-marker CD4-negative NK T cell number	NA	NA
MP:0011099	DISO	lethality throughout fetal growth and development, complete penetrance	NA	NA
FBcv:0000683	DISO	temperature response defective	NA	NA
MP:0000267	DISO	abnormal heart development	NA	NA
MP:0013775	DISO	increased KLRG1-positive T-helper cell number	NA	NA
FBbt:00004858PHENOTYPE	DISO	Drosophila gonad phenotype	NA	NA
MP:0002929	DISO	abnormal bile duct development	NA	NA
FBbt:00003678PHENOTYPE	DISO	Drosophila ellipsoid body phenotype	NA	NA
FBbt:00000735PHENOTYPE	DISO	Drosophila abdominal 3 ventral acute muscle 2 phenotype	NA	NA
ZP:0011276	DISO	abnormal(ly) aplastic/hypoplastic olfactory bulb glomerulus	NA	NA
MP:0010068	DISO	decreased red blood cell distribution width	NA	NA
MP:0003628	DISO	abnormal leukocyte adhesion	NA	NA
GO:0060271PHENOTYPE	PHYS	cilium morphogenesis phenotype	NA	NA
NCBIGene:747083	GENE	MIP	NA	NA
WBPhenotype:0000412	DISO	octanol chemotaxis defective	NA	NA
WBPhenotype:0001014	DISO	pathogen resistance increased	NA	NA
MP:0010878	DISO	increased trabecular bone volume	NA	NA
GO:0042493	PHYS	response to drug	NA	NA
MP:0001501	DISO	abnormal sleep pattern	NA	NA
MONARCH:APO_0000024APO_0000002	GENO	budding:abnormal	NA	NA
FBcv:0000430	DISO	cell polarity defective	NA	NA
ZP:0004914	DISO	abnormal(ly) fasciculation Mauthner neuron axon	NA	NA
FBbt:00007386PHENOTYPE	DISO	Drosophila adult olfactory receptor neuron phenotype	NA	NA
MP:0011098	DISO	embryonic lethality during organogenesis, complete penetrance	NA	NA
FBcv:0000362	DISO	increased cell number	NA	NA
MP:0009867	DISO	abnormal ascending aorta morphology	NA	NA
FBbt:00003023PHENOTYPE	DISO	Drosophila adult abdomen phenotype	NA	NA
FBcv:0000386	DISO	long lived	NA	NA
NCBIGene:719405	GENE	CCDC57	NA	NA
FBcv:0000360	DISO	decreased cell size	NA	NA
MP:0002410	DISO	decreased susceptibility to viral infection	NA	NA
MP:0005201	DISO	abnormal retinal pigment epithelium morphology	NA	NA
ZP:0001277	DISO	abnormal(ly) circular photoreceptor cell	NA	NA
MP:0003141	DISO	cardiac fibrosis	NA	NA
NCBIGene:455432	GENE	TCF4	NA	NA
MP:0002566	DISO	abnormal sexual interaction	NA	NA
MP:0000781	DISO	decreased corpus callosum size	NA	NA
NCBIGene:541043	GENE	PTPRO	NA	NA
FBbt:00004951PHENOTYPE	DISO	Drosophila Nebenkern derivative phenotype	NA	NA
GO:0042383	PHYS	sarcolemma	NA	NA
NCBIGene:697478	GENE	CEP44	NA	NA
FBbt:00005123PHENOTYPE	DISO	Drosophila motor neuron phenotype	NA	NA
ZP:0009368	DISO	abnormal(ly) mislocalised medially oligodendrocyte	NA	NA
ZP:0001051	DISO	abnormal(ly) decreased size pectoral fin	NA	NA
MP:0001218	DISO	thin epidermis	NA	NA
MP:0001469	DISO	abnormal contextual conditioning behavior	NA	NA
HP:0001595	DISO	Abnormality of the hair	NA	NA
MP:0009254	DISO	disorganized pancreatic islets	NA	NA
HP:0002414	DISO	Spina bifida	NA	NA
ZP:0001279	DISO	abnormal(ly) deformed photoreceptor cell photoreceptor outer segment	NA	NA
MP:0008789	DISO	abnormal olfactory epithelium morphology	NA	NA
WBPhenotype:0000018	DISO	pharyngeal pumping increased	NA	NA
Coriell:GM26586	GENO	NIGMS-GM26586	NA	NA
FBbt:00000111PHENOTYPE	DISO	ectoderm phenotype	NA	NA
ZP:0011000	DISO	abnormal(ly) decreased process quality oligodendrocyte cell migration	NA	NA
MP:0000438	DISO	abnormal cranium morphology	NA	NA
FBbt:00005581PHENOTYPE	DISO	Drosophila dorsal branch primordium phenotype	NA	NA
AQTLTrait:1066	DISO	PTA type	NA	NA
FBbt:02000002PHENOTYPE	DISO	pale ommatidium phenotype	NA	NA
FBbt:00002925PHENOTYPE	DISO	Drosophila abdominal 5 ventral denticle belt phenotype	NA	NA
Coriell:GM25331	GENO	NIGMS-GM25331	NA	NA
:.well-known/genid/person-3196-2	GENO	affected female sister of proband with Calcium channel -  voltage-dependent -  l type -  alpha-1s subunit	NA	NA
MP:0003916	DISO	decreased heart left ventricle weight	NA	NA
ZP:0002182	DISO	abnormal(ly) decreased process quality sprouting angiogenesis	NA	NA
ZP:0003467	DISO	abnormal(ly) decreased process quality larval locomotory behavior	NA	NA
FBbt:00004313PHENOTYPE	DISO	Drosophila anterior scutellar bristle phenotype	NA	NA
FBbt:00004342PHENOTYPE	DISO	Drosophila trichome of the posterior wing margin phenotype	NA	NA
HP:0001322	DISO	Brain very small	NA	NA
NCBIGene:100562797	GENE	dll1	NA	NA
ZP:0011278	DISO	abnormal(ly) process quality olfactory nerve formation	NA	NA
FBbt:00001380PHENOTYPE	DISO	neuroblast NB7-1 phenotype	NA	NA
FBbt:00007326PHENOTYPE	DISO	intersegmental nerve branch ISNb of A1-7 phenotype	NA	NA
FBcv:0002001	DISO	lethal - all die before end of first instar larval stage	NA	NA
MP:0011443	DISO	abnormal renal water transport	NA	NA
FBbt:00001055PHENOTYPE	DISO	presumptive embryonic/larval nervous system phenotype	NA	NA
MP:0001713	DISO	decreased trophoblast giant cell number	NA	NA
GO:0006182	PHYS	cGMP biosynthetic process	NA	NA
NCBIGene:100067378	GENE	KRT40	NA	NA
NCBIGene:540944	GENE	TRAF1	NA	NA
WBPhenotype:0001937	DISO	hypersensitive to protein aggregation induced paralysis	NA	NA
FBbt:00005183PHENOTYPE	DISO	Drosophila sensillum campaniformium phenotype	NA	NA
ZP:0000002	DISO	abnormal(ly) disrupted somitogenesis	NA	NA
ZP:0001276	DISO	abnormal(ly) disorganized retina cell	NA	NA
MP:0011320	DISO	abnormal glomerular capillary morphology	NA	NA
FBbt:00004878PHENOTYPE	DISO	nurse cell phenotype	NA	NA
ZP:0010907	DISO	abnormal(ly) has extra parts of type macula utricle towards hair cell	NA	NA
MP:0005643	DISO	decreased dopamine level	NA	NA
FBbt:00005095PHENOTYPE	DISO	brain phenotype	NA	NA
ZP:0003361	DISO	abnormal(ly) circular notochord cell	NA	NA
WBPhenotype:0001974	DISO	germ cell compartment small	NA	NA
ZP:0001349	DISO	abnormal(ly) apoptotic eye	NA	NA
ZP:0011280	DISO	abnormal(ly) mislocalised cranial nerve I axon	NA	NA
NCBIGene:540332	GENE	CCDC85B	NA	NA
NCBIGene:100617365	GENE	FBXW7	NA	NA
FBbt:00004935PHENOTYPE	DISO	Drosophila spermatogonium phenotype	NA	NA
HP:0005403	DISO	Decrease in T cell count	NA	NA
ZP:0006401	DISO	abnormal(ly) mislocalised pharyngeal arch cranial neural crest	NA	NA
ZP:0006945	DISO	abnormal(ly) disorganized motor neuron axon	NA	NA
ClinVarVariant:387975	VARI	NM_018297.3(NGLY1):c.1003+15A>C	NA	NA
MP:0000575	DISO	increased foot pad pigmentation	NA	NA
MP:0000715	DISO	decreased thymocyte number	NA	NA
ZP:0003789	DISO	abnormal(ly) decreased amount macrophage	NA	NA
GO:0021670	PHYS	lateral ventricle development	NA	NA
GO:0035469PHENOTYPE	PHYS	determination of pancreatic left/right asymmetry phenotype	NA	NA
GO:0003094	PHYS	glomerular filtration	NA	NA
GO:0021785PHENOTYPE	PHYS	branchiomotor neuron axon guidance phenotype	NA	NA
MP:0008474	DISO	absent spleen germinal center	NA	NA
MP:0009414	DISO	skeletal muscle fiber necrosis	NA	NA
MONARCH:APO_0000131APO_0000003	GENO	protein/peptide modification:decreased	NA	NA
HP:0002033	DISO	Poor suck	NA	NA
FBbt:00004587PHENOTYPE	DISO	Drosophila scutellum phenotype	NA	NA
ZP:0006365	DISO	abnormal(ly) increased branchiness CaP motoneuron axon	NA	NA
FBbt:00004305PHENOTYPE	DISO	Drosophila posterior supraalar bristle phenotype	NA	NA
GO:0032127	PHYS	dense core granule membrane	NA	NA
FBbt:00003701PHENOTYPE	DISO	Drosophila optic lobe phenotype	NA	NA
ZP:0000360	DISO	abnormal(ly) linear heart	NA	NA
FBcv:0000358	DISO	small body	NA	NA
MP:0009454	DISO	impaired contextual conditioning behavior	NA	NA
WBPhenotype:0001885	DISO	cleavage furrow initiation defective early emb	NA	NA
MP:0011109	DISO	lethality throughout fetal growth and development, incomplete penetrance	NA	NA
MP:0000961	DISO	abnormal dorsal root ganglion morphology	NA	NA
ZP:0000563	DISO	abnormal(ly) decreased amount neutrophil	NA	NA
HP:0002398	DISO	Degeneration of anterior horn cells	NA	NA
FBbt:00004605PHENOTYPE	DISO	Drosophila mesothoracic cleft phenotype	NA	NA
GO:0031672PHENOTYPE	PHYS	A band phenotype	NA	NA
GO:0044241	PHYS	lipid digestion	NA	NA
FBbt:00000168PHENOTYPE	DISO	embryonic prothoracic segment phenotype	NA	NA
GO:0030218	PHYS	erythrocyte differentiation	NA	NA
MP:0011710	DISO	enhanced osteoblast differentiation	NA	NA
MP:0009446	DISO	abnormal platelet dense granule physiology	NA	NA
WBPhenotype:0001271	DISO	pathogen induced death increased	NA	NA
MP:0001850	DISO	increased susceptibility to otitis media	NA	NA
HP:0001311	DISO	Abnormal nervous system electrophysiology	NA	NA
MP:0000764	DISO	abnormal tongue epithelium morphology	NA	NA
HP:0006482	DISO	Abnormality of dental morphology	NA	NA
FBbt:00003362PHENOTYPE	DISO	Drosophila dorsal medial muscle phenotype	NA	NA
MP:0002691	DISO	small stomach	NA	NA
MP:0011092	DISO	embryonic lethality, complete penetrance	NA	NA
MP:0009712	DISO	impaired conditioned place preference behavior	NA	NA
FBbt:00004933PHENOTYPE	DISO	cyst progenitor cell phenotype	NA	NA
MP:0008891	DISO	decreased hepatocyte apoptosis	NA	NA
MP:0008057	DISO	abnormal DNA replication	NA	NA
GO:0034504PHENOTYPE	PHYS	protein localization to nucleus phenotype	NA	NA
FBcv:0000357	DISO	size defective	NA	NA
MP:0003396	DISO	abnormal embryonic hematopoiesis	NA	NA
FBbt:00007321PHENOTYPE	DISO	embryonic cardioblast phenotype	NA	NA
HP:0001647	DISO	Bicuspid aortic valve	NA	NA
FBbt:00001104PHENOTYPE	DISO	ventral nerve cord commissure phenotype	NA	NA
NCBIGene:743669	GENE	MAFF	NA	NA
FBbt:00001996PHENOTYPE	DISO	transverse nerve phenotype	NA	NA
FBbt:00002905PHENOTYPE	DISO	abdominal 1 ventral monoscolopidial chordotonal organ vch1 phenotype	NA	NA
HP:0003826	DISO	Stillbirth	NA	NA
MP:0002746	DISO	abnormal semilunar valve morphology	NA	NA
NCBIGene:100055857	GENE	USP15	NA	NA
MP:0001412	DISO	excessive scratching	NA	NA
GO:0055015PHENOTYPE	PHYS	ventricular cardiac muscle cell development phenotype	NA	NA
WBPhenotype:0002095	DISO	lysosome-related organelle morphology variant	NA	NA
FBbt:00005287PHENOTYPE	DISO	Drosophila spermatid cyst phenotype	NA	NA
FBbt:00004910PHENOTYPE	DISO	interfollicle cell phenotype	NA	NA
GO:0044754PHENOTYPE	PHYS	autolysosome phenotype	NA	NA
MP:0001533	DISO	abnormal skeleton physiology	NA	NA
WBPhenotype:0001751	DISO	organism hypertonic lethality increased	NA	NA
Coriell:GM26598	GENO	NIGMS-GM26598	NA	NA
FBbt:00005097PHENOTYPE	DISO	Drosophila ventral nervous system phenotype	NA	NA
FBbt:00002056PHENOTYPE	DISO	Drosophila ventral multidendritic neuron vdaB phenotype	NA	NA
UBERON:0002021	ANAT	occipital lobe	NA	NA
MP:0009869	DISO	abnormal descending aorta morphology	NA	NA
FBbt:00004446PHENOTYPE	DISO	metathoracic tibial transverse bristle row phenotype	NA	NA
WBPhenotype:0000691	DISO	gonad development variant	NA	NA
FBbt:00001833PHENOTYPE	DISO	spiracular histoblast nest abdominal 7 phenotype	NA	NA
MP:0000383	DISO	abnormal hair follicle orientation	NA	NA
MONARCH:APO_0000317APO_0000004	GENO	replicative lifespan:increased	NA	NA
MP:0005404	DISO	abnormal axon morphology	NA	NA
MP:0010911	DISO	abnormal pulmonary acinus morphology	NA	NA
MP:0011089	DISO	perinatal lethality, complete penetrance	NA	NA
AQTLTrait:1040	DISO	Milk protein percentage (daughter deviation)	NA	NA
MONARCH:APO_0000096APO_0000003	GENO	nutrient utilization:decreased	NA	NA
WBPhenotype:0001355	DISO	gonad morphology variant	NA	NA
GO:0030335	PHYS	positive regulation of cell migration	NA	NA
GO:0030185	PHYS	nitric oxide transport	NA	NA
HP:0000509	DISO	Conjunctivitis	NA	NA
:.well-known/genid/person-3377-1	GENO	affected female proband with Congenital disorder of deglycosylation	NA	NA
NCBIGene:107971018	GENE	MID2	NA	NA
GO:0007399PHENOTYPE	PHYS	nervous system development phenotype	NA	NA
FBbt:00000266PHENOTYPE	DISO	embryonic/larval dorsal branch 1 phenotype	NA	NA
MP:0001844	DISO	autoimmune response	NA	NA
ZP:0006844	DISO	abnormal(ly) curved spinal cord	NA	NA
MP:0005528	DISO	decreased renal glomerular filtration rate	NA	NA
NCBIGene:100518742	GENE	CREBZF	NA	NA
FBbt:00004983PHENOTYPE	DISO	Drosophila embryonic/larval cuticle phenotype	NA	NA
AQTLTrait:1098	DISO	Udder depth	NA	NA
MP:0008858	DISO	abnormal hair cycle anagen phase	NA	NA
MP:0002906	DISO	increased susceptibility to pharmacologically induced seizures	NA	NA
FBbt:00001828PHENOTYPE	DISO	spiracular histoblast nest abdominal 2 phenotype	NA	NA
ZP:0002186	DISO	abnormal(ly) decreased size yolk	NA	NA
MP:0003631	DISO	nervous system phenotype	NA	NA
MP:0001183	DISO	overexpanded pulmonary alveoli	NA	NA
MONARCH:APO_0000041APO_0000117	GENO	sporulation:normal	NA	NA
GO:0072239	PHYS	metanephric glomerulus vasculature development	NA	NA
FBbt:00007135PHENOTYPE	DISO	dorsal air sac primordium phenotype	NA	NA
ZP:0010910	DISO	abnormal(ly) has extra parts of type macula towards hair cell	NA	NA
NCBIGene:100037974	GENE	CRTAC1	NA	NA
MP:0008443	DISO	absent subplate	NA	NA
MP:0010653	DISO	abnormal Wallerian degeneration	NA	NA
FBbt:00004931PHENOTYPE	DISO	cyst cell phenotype	NA	NA
MONARCH:APO_0000074APO_0000005	GENO	autophagy:absent	NA	NA
FBbt:00001667PHENOTYPE	DISO	Drosophila embryonic/larval pericardial cell phenotype	NA	NA
FBbt:00001134PHENOTYPE	DISO	presumptive embryonic/larval peripheral nervous system phenotype	NA	NA
NCBIGene:395796	GENE	RPS27A	NA	NA
FBbt:00000211PHENOTYPE	DISO	embryonic/larval trachea phenotype	NA	NA
MP:0006413	DISO	increased T cell apoptosis	NA	NA
GO:0048703PHENOTYPE	PHYS	embryonic viscerocranium morphogenesis phenotype	NA	NA
MP:0003408	DISO	increased width of hypertrophic chondrocyte zone	NA	NA
GO:0030901PHENOTYPE	PHYS	midbrain development phenotype	NA	NA
ZP:0002471	DISO	abnormal(ly) undulate myotome slow muscle cell	NA	NA
ZP:0002467	DISO	abnormal(ly) decreased occurrence fat cell differentiation	NA	NA
MP:0030143	DISO	facial muscle spasm	NA	NA
HP:0000706	DISO	Unerupted tooth	NA	NA
MP:0005379	DISO	endocrine/exocrine gland phenotype	NA	NA
ZP:0012587	DISO	abnormal(ly) process quality trunk vasculature angiogenesis	NA	NA
ZP:0002469	DISO	abnormal(ly) increased accumulation sinus venosus towards blood	NA	NA
NCBIGene:100567334	GENE	brd9	NA	NA
MP:0011967	DISO	increased or absent threshold for auditory brainstem response	NA	NA
NCBIGene:518878	GENE	CCDC57	NA	NA
HP:0012303	DISO	Abnormal aortic arch morphology	NA	NA
WBPhenotype:0001997	DISO	nuclear anchoring variant	NA	NA
FBbt:00004651PHENOTYPE	DISO	Drosophila tarsal segment 4 phenotype	NA	NA
GO:0001940PHENOTYPE	PHYS	male pronucleus phenotype	NA	NA
MP:0009267	DISO	abnormal cerebellum fissure morphology	NA	NA
WBPhenotype:0001132	DISO	ectopic cleavage furrows early emb	NA	NA
HP:0002789	DISO	Tachypnea	NA	NA
HP:0410043	DISO	Abnormal neural tube morphology	NA	NA
WBPhenotype:0001343	DISO	meiotic spindle defective early emb	NA	NA
MONARCH:APO_0000309APO_0000005	GENO	respiratory growth:absent	NA	NA
HP:0002813	DISO	Abnormality of limb bone morphology	NA	NA
GO:0060841PHENOTYPE	PHYS	venous blood vessel development phenotype	NA	NA
ZP:0002189	DISO	abnormal(ly) decreased length facial nerve motor nucleus axon	NA	NA
Xenbase:XB-GENE-1013529	GENE	efemp2	NA	NA
FBbt:00006015PHENOTYPE	DISO	Drosophila wing blade phenotype	NA	NA
GO:0001843PHENOTYPE	PHYS	neural tube closure phenotype	NA	NA
HP:0004303	DISO	Abnormality of muscle fibers	NA	NA
FBcv:0000387	DISO	behavior defective	NA	NA
FBbt:00004866PHENOTYPE	DISO	germarium phenotype	NA	NA
WBPhenotype:0001030	DISO	pronuclear envelope defective early emb	NA	NA
GO:0001774PHENOTYPE	PHYS	microglial cell activation phenotype	NA	NA
MP:0004090	DISO	abnormal sarcomere morphology	NA	NA
GO:0042127PHENOTYPE	PHYS	regulation of cell proliferation phenotype	NA	NA
MP:0008496	DISO	decreased IgG2a level	NA	NA
MP:0008536	DISO	enlarged third ventricle	NA	NA
FBbt:00000092PHENOTYPE	DISO	Drosophila pole cell phenotype	NA	NA
MP:0001783	DISO	decreased white adipose tissue amount	NA	NA
MP:0011106	DISO	embryonic lethality between implantation and somite formation, incomplete penetrance	NA	NA
GO:0043393PHENOTYPE	PHYS	regulation of protein binding phenotype	NA	NA
HP:0100494	DISO	Abnormal mast cell morphology	NA	NA
MP:0009538	DISO	abnormal synapse morphology	NA	NA
GO:0009791PHENOTYPE	PHYS	post-embryonic development phenotype	NA	NA
MP:0001881	DISO	abnormal mammary gland physiology	NA	NA
WBPhenotype:0001511	DISO	linker cell migration variant	NA	NA
MP:0003402	DISO	decreased liver weight	NA	NA
