subject_id,property_id,property_label,property_description,property_uri,object_id,subject_qid,property_pid,object_qid,reference_uri,reference_supporting_text,reference_date,property_term,subject_type,object_type,subject_term,object_term,prevalence,curation_evidence,curation_date,curator_uri,comments
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002910 ,Q28024539,P1557,Q2448873,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,elevations in aspartate aminotransferase and/or alanine transaminase,8/8,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0003146 ,Q28024539,P1557,Q10295810,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,laboratory findings,NGLY1 deficiency,"low total cholesterol, LDL, and triglycerides",8/8,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0005543,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,"low coagulation protein C activity, factor II, IX, XI, and fibrinogen",6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0011900,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,"low coagulation protein C activity, factor II, IX, XI, and fibrinogen",6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0012201,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,"low coagulation protein C activity, factor II, IX, XI, and fibrinogen",6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0011858,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,"low coagulation protein C activity, factor II, IX, XI, and fibrinogen",6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001929,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder. These include low CSF total protein and albumin, optic atrophy and retinal pigmentary changes/cone distrophy, poor weight gain starting in mid-childhood, lower than predicted resting energy expenditure, central and obstructive sleep apnea, delayed bone age, joint hypermobility, progressive brain atrophy, abnormalities in MRS-measured metabolites, various abnormalities on skeletal survey, high antibody titers after rubella and rubeola vaccination, and low levels of several pro-coagulation and anti-coagulation factors.",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,"low coagulation protein C activity, factor II, IX, XI, and fibrinogen",6/12,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002750 ,Q28024539,P1557,Q29647492,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In this study, we describe the clinical spectrum of NGLY1 deficiency (NGLY1-CDDG). In 12 individuals ages 2 to 21 years with confirmed, biallelic, pathogenic NGLY1 mutations, we identified previously unreported clinical features, including optic atrophy and retinal pigmentary changes/cone distrophy, delayed bone age, joint hypermobility, and lower than predicted resting energy expenditure. Novel findings include low cerebral spinal fluid (CSF) total protein and albumin and unusually high antibody titers toward rubella and/or rubeola following vaccination. We also confirmed and further quantified previously reported findings noting that decreased tear production, transient transaminitis, small feet, a complex hyperkinetic movement disorder, and varying degrees of global developmental delay with relatively preserved socialization are the most consistent features.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,delayed bone age,8/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000938 ,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,Femoral bone desnity was low in all nine individuals who underwent dual X-ray absorptiometry scanning (mean and SEM z-scores for 8 patients younger than 21 years adjacent to the growth plate = -3 and 0.4; metaphysis-diaphysis = -2.2 and 0.6; and diaphysis = -1.8 and 0.5).,2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,low femoral bone density,9/9,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001382 ,Q28024539,P1557,Q29647501,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"In this study, we describe the clinical spectrum of NGLY1 deficiency (NGLY1-CDDG). In 12 individuals ages 2 to 21 years with confirmed, biallelic, pathogenic NGLY1 mutations, we identified previously unreported clinical features, including optic atrophy and retinal pigmentary changes/cone distrophy, delayed bone age, joint hypermobility, and lower than predicted resting energy expenditure. Novel findings include low cerebral spinal fluid (CSF) total protein and albumin and unusually high antibody titers toward rubella and/or rubeola following vaccination. We also confirmed and further quantified previously reported findings noting that decreased tear production, transient transaminitis, small feet, a complex hyperkinetic movement disorder, and varying degrees of global developmental delay with relatively preserved socialization are the most consistent features.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,joint hypermobility,11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002673 ,Q28024539,P1557,Q955454,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Complete skeletal surveys were performed for 11 individuals; abnormalities included coxa valga (n = 11), scoliosis (n = 6), growth arrest lines or metaphyseal banding without palmidronate treatment (n = 4), dislocations or subluxations involving the hips and shoulder joints (n = 3), and sclerosis of the phalanges or tarsal bones (n = 2).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,coxa valga (musculoskeletal abnormalities),11/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002650,Q28024539,P1557,Q174857,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,scoliosis ((musculoskeletal abnormalities),6/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031164,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Complete skeletal surveys were performed for 11 individuals; abnormalities included coxa valga (n = 11), scoliosis (n = 6), growth arrest lines or metaphyseal banding without palmidronate treatment (n = 4), dislocations or subluxations involving the hips and shoulder joints (n = 3), and sclerosis of the phalanges or tarsal bones (n = 2).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,growth arrest lines or metaphyseal banding without palmidronate treatment (musculoskeletal abnormalities),4/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0003835,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Complete skeletal surveys were performed for 11 individuals; abnormalities included coxa valga (n = 11), scoliosis (n = 6), growth arrest lines or metaphyseal banding without palmidronate treatment (n = 4), dislocations or subluxations involving the hips and shoulder joints (n = 3), and sclerosis of the phalanges or tarsal bones (n = 2).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,dislocations or subluxations involving the hips and shoulder joints (musculoskeletal abnormalities),3/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0030043,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Complete skeletal surveys were performed for 11 individuals; abnormalities included coxa valga (n = 11), scoliosis (n = 6), growth arrest lines or metaphyseal banding without palmidronate treatment (n = 4), dislocations or subluxations involving the hips and shoulder joints (n = 3), and sclerosis of the phalanges or tarsal bones (n = 2).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,dislocations or subluxations involving the hips and shoulder joints (musculoskeletal abnormalities),3/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031051,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Complete skeletal surveys were performed for 11 individuals; abnormalities included coxa valga (n = 11), scoliosis (n = 6), growth arrest lines or metaphyseal banding without palmidronate treatment (n = 4), dislocations or subluxations involving the hips and shoulder joints (n = 3), and sclerosis of the phalanges or tarsal bones (n = 2).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,sclerosis of the phalanges or tarsal bones (musculoskeletal abnormalities),2/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0100924,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Complete skeletal surveys were performed for 11 individuals; abnormalities included coxa valga (n = 11), scoliosis (n = 6), growth arrest lines or metaphyseal banding without palmidronate treatment (n = 4), dislocations or subluxations involving the hips and shoulder joints (n = 3), and sclerosis of the phalanges or tarsal bones (n = 2).",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,sclerosis of the phalanges or tarsal bones (musculoskeletal abnormalities),2/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0012785,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,flexion deformity of the fingers (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001822 ,Q28024539,P1557,Q852574,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,hallux valgus (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0031107,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,thinning of the fibulas (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0003174 ,Q28024539,P1557,NA,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,prominent apophyseal bone formation in the ileac crests and ischia (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0003031 ,Q28024539,P1557,Q29647525,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,ulnar bowing (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0006009 ,Q28024539,P1557,Q29647624,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,widened phalanges (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001783 ,Q28024539,P1557,Q29647638,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Findings noted only once included flexion deformity of the fingers, hallux valgus, sclerotic lesion of the distal femur, thinning of the fibulas, prominent apophyseal bone formation in the ileac crests and ischia, ulnar bowing, expansion of the cortexes in the proximal and middle phalanges in digits 2-4, widened phalanges, and shortened and widened metatarsals.",2016-07-07,presents,disease,clinical feature,NGLY1 deficiency,shortened and widened metatarsals (musculoskeletal abnormalities),1/11,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000486,Q28024539,P1557,Q179951,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,strabismus,discussion,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001265 ,Q28024539,P1557,Q1419356,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,occasional diminished reflexes,discussion,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000966 ,Q28024539,P1557,Q18554019,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,hypohidrosis,discussion,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0012638,Q28024539,P1557,Q29019857,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,abnormal brain imaging,discussion,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0200055,Q28024539,P1557,Q29019862,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,small hands ,discussion,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001252,Q28024539,P1557,Q1753547,https://www.ncbi.nlm.nih.gov/pubmed/27388694,"Our prospective investigations into NGLY1-CDDG revealed several new discoveries associated with this disorder.(...). We also confirmed and further detailed the global developmental delay, movement disorder, frequent seizure disorder, hypotonia, hypolacrima or alacrima, corneal disease, ptosis, lagophthalmous, strabismus, peripheral neuropathy and occasional diminished reflexes, hypohidrosis, auditory brainstem response abnormalities, abnormal brain imaging, scoliosis, acquired microcephaly, small hands and feet, dysmorphic features, constipation, elevated liver enzymes present only early in childhood, osteopenia, and hypocholesterolemia associated with NGLY1-CDDG. ",2016-07-07,presents,disease,phenotype,NGLY1 deficiency,hypotonia,discussion,NA,2017-04-11,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,skos:exactMatch,exact match,NA,NA,EC:3.5.1.52,Q21119040,P2888,Q21119040,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The enzyme N-glycanase 1 (NGLY1), also known as peptide:N-glycanase (PNGase, EC 3.5.1.52), catalyzes protein deglycosilation by cleaving the beta-aspartyl glycosylamine bond of N-linked glycoproteins with the subsequent release of intact N-glycan species.",2014-03-20,same_as,protein,enzyme,N-Glycanase 1,PNGase|peptide:N-glycanase,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,GO:0006517,Q21119040,P682,Q14905965,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The enzyme N-glycanase 1 (NGLY1), also known as peptide:N-glycanase (PNGase, EC 3.5.1.52), catalyzes protein deglycosilation by cleaving the beta-aspartyl glycosylamine bond of N-linked glycoproteins with the subsequent release of intact N-glycan species.",2014-03-20,participates,protein,biological process,N-Glycanase 1,protein deglycosilation,NA,GOA (human),2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,GO:0006515,Q21119040,P682,Q21108009,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Misfolded glycoproteins are detected by ER luminal lectins and are then translocated to the cytosol via the ERAD machinery to be subsequently degraded by cytosolic enzymes including NGLY1.,2014-03-20,participates,protein,biological process,N-Glycanase 1,misfolded or incompletely synthesized protein catabolic process,NA,GOA (human),2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,GO:0006516,Q21119040,P682,Q21101373,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Misfolded glycoproteins are detected by ER luminal lectins and are then translocated to the cytosol via the ERAD machinery to be subsequently degraded by cytosolic enzymes including NGLY1.,2014-03-20,participates,protein,biological process,N-Glycanase 1,glycoprotein catabolic process,NA,GOA (human),2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,GO:0097466,Q21119040,P682,Q21115846,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97. The ERAD pathway is a mechanism for identifying and degrading misfolded glycoproteins.,2014-03-20,participates,protein,biological process,N-Glycanase 1,ubiquitin-dependent glycoprotein ERAD pathway,NA,"Not in GOA, but evidence on Reactome (http://www.reactome.org/content/detail/R-HSA-8850594) [accessed at 2017-03-16]; PMID: 11562482",2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,GO:0071712,Q21119040,P682,Q21109270,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97. The ERAD pathway is a mechanism for identifying and degrading misfolded glycoproteins.,2014-03-20,participates,protein,biological process,N-Glycanase 1,ER-associated misfolded protein catabolic process,NA,Not in GOA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,Reactome:R-HSA-532668,Q21119040,P361,Q29017194,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97. The ERAD pathway is a mechanism for identifying and degrading misfolded glycoproteins.,2014-03-20,participates,protein,pathway,N-Glycanase 1,ERAD pathway,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,note-2017-07-05: ERAD pathway in wikidata as GO term (biological process): https://www.wikidata.org/wiki/Q21101062 (GO:0036503)
UniProt:Q96IV0,RO:0002327,enables,NA,NA,GO:0000224,Q21119040,P680,Q21119039,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The enzyme N-glycanase 1 (NGLY1), also known as peptide:N-glycanase (PNGase, EC 3.5.1.52), catalyzes protein deglycosilation by cleaving the beta-aspartyl glycosylamine bond of N-linked glycoproteins with the subsequent release of intact N-glycan species.",2014-03-20,molecular_activity,protein,molecular function,N-Glycanase 1,"cleavage of the B-aspartyl glycosylamine bond of N-linked glycoproteins, releasing intact N-glycans from proteins bound for degradation.",NA,GOA (human),2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,RO:0002331,involved in,NA,NA,Reactome:R-HSA-8850594,Q21119040,P361,Q29017200,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The enzyme N-glycanase 1 (NGLY1), also known as peptide:N-glycanase (PNGase, EC 3.5.1.52), catalyzes protein deglycosilation by cleaving the beta-aspartyl glycosylamine bond of N-linked glycoproteins with the subsequent release of intact N-glycan species.",2014-03-20,participates,protein,reaction,N-Glycanase 1,Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,BFO:0000050,is part of,NA,NA,GO:0005829,Q21119040,P681,Q220599,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Misfolded glycoproteins are detected by ER luminal lectins and are then translocated to the cytosol via the ERAD machinery to be subsequently degraded by cytosolic enzymes including NGLY1.,2014-03-20,in_cell_component,protein,cell component,N-Glycanase 1,cytosol,NA,GOA (human),2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96IV0,BFO:0000050,is part of,NA,NA,GO:0005737,Q21119040,P681,Q79899,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.,2014-03-20,in_cell_component,protein,cell component,N-Glycanase 1,cytoplasm,NA,GOA (human),2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
